Match_Name, Venue,City,Country,Batting_team,Name ,Full_Name,Runs,Balls_faced,Minutes,Fours,Sixes,Strike_rate
ENG v PAK,Melbourne Cricket Ground,Melbourne,Australia,PAK,Mohammad Rizwan,Mohammad Rizwan,15,14,24,0,1,107.14
ENG v PAK,Melbourne Cricket Ground,Melbourne,Australia,PAK,Babar Azam,Babar Azam,32,28,58,2,0,114.28
ENG v PAK,Melbourne Cricket Ground,Melbourne,Australia,PAK,Mohammad Haris,Mohammad Haris,8,12,15,1,0,66.66
ENG v PAK,Melbourne Cricket Ground,Melbourne,Australia,PAK,Shan Masood,Shan Masood,38,28,46,2,1,135.71
ENG v PAK,Melbourne Cricket Ground,Melbourne,Australia,PAK,Iftikhar Ahmed,Iftikhar Ahmed,0,6,8,0,0,0
ENG v PAK,Melbourne Cricket Ground,Melbourne,Australia,PAK,Shadab Khan,Shadab Khan,20,14,26,2,0,142.85
ENG v PAK,Melbourne Cricket Ground,Melbourne,Australia,PAK,Mohammad Nawaz(3),Mohammad Nawaz,5,7,11,0,0,71.42
ENG v PAK,Melbourne Cricket Ground,Melbourne,Australia,PAK,Mohammad Wasim(1),Mohammad Wasim,4,8,12,0,0,50
ENG v PAK,Melbourne Cricket Ground,Melbourne,Australia,PAK,Shaheen Shah Afridi,Shaheen Shah Afridi,5,3,8,1,0,166.66
ENG v PAK,Melbourne Cricket Ground,Melbourne,Australia,PAK,Haris Rauf,Haris Rauf,1,1,3,0,0,100
ENG v PAK,Melbourne Cricket Ground,Melbourne,Australia,ENG,JC Buttler,Jos Buttler,26,17,33,3,1,152.94
ENG v PAK,Melbourne Cricket Ground,Melbourne,Australia,ENG,AD Hales,Alex Hales,1,2,6,0,0,50
ENG v PAK,Melbourne Cricket Ground,Melbourne,Australia,ENG,PD Salt,Phil Salt,10,9,16,2,0,111.11
ENG v PAK,Melbourne Cricket Ground,Melbourne,Australia,ENG,BA Stokes,Ben Stokes,52,49,81,5,1,106.12
ENG v PAK,Melbourne Cricket Ground,Melbourne,Australia,ENG,HC Brook,Harry Brook,20,23,36,1,0,86.95
ENG v PAK,Melbourne Cricket Ground,Melbourne,Australia,ENG,MM Ali,Moeen Ali,19,12,30,3,0,158.33
ENG v PAK,Melbourne Cricket Ground,Melbourne,Australia,ENG,LS Livingstone,Liam Livingstone,1,2,3,0,0,50
ENG v INDIA,Adelaide Oval,Adelaide,Australia,INDIA,KL Rahul,KL Rahul,5,5,8,1,0,100
ENG v INDIA,Adelaide Oval,Adelaide,Australia,INDIA,RG Sharma,Rohit Sharma,27,28,37,4,0,96.42
ENG v INDIA,Adelaide Oval,Adelaide,Australia,INDIA,V Kohli,Virat Kohli,50,40,75,4,1,125
ENG v INDIA,Adelaide Oval,Adelaide,Australia,INDIA,SA Yadav,Suryakumar Yadav,14,10,14,1,1,140
ENG v INDIA,Adelaide Oval,Adelaide,Australia,INDIA,HH Pandya,Hardik Pandya,63,33,47,4,5,190.9
ENG v INDIA,Adelaide Oval,Adelaide,Australia,INDIA,RR Pant,Rishabh Pant,6,4,13,1,0,150
ENG v INDIA,Adelaide Oval,Adelaide,Australia,INDIA,R Ashwin,Ravichandran Ashwin,0,0,4,0,0,-
ENG v INDIA,Adelaide Oval,Adelaide,Australia,ENG,JC Buttler,Jos Buttler,80,49,74,9,3,163.26
ENG v INDIA,Adelaide Oval,Adelaide,Australia,ENG,AD Hales,Alex Hales,86,47,74,4,7,182.97
NZ v PAK,Sydney Cricket Ground,Sydney,Australia,NZ,FH Allen,Finn Allen,4,3,6,1,0,133.33
NZ v PAK,Sydney Cricket Ground,Sydney,Australia,NZ,DP Conway,Devon Conway,21,20,35,3,0,105
NZ v PAK,Sydney Cricket Ground,Sydney,Australia,NZ,KS Williamson,Kane Williamson,46,42,81,1,1,109.52
NZ v PAK,Sydney Cricket Ground,Sydney,Australia,NZ,GD Phillips,Glenn Phillips,6,8,9,1,0,75
NZ v PAK,Sydney Cricket Ground,Sydney,Australia,NZ,DJ Mitchell,Daryl Mitchell,53,35,60,3,1,151.42
NZ v PAK,Sydney Cricket Ground,Sydney,Australia,NZ,JDS Neesham,James Neesham,16,12,19,1,0,133.33
NZ v PAK,Sydney Cricket Ground,Sydney,Australia,PAK,Mohammad Rizwan,Mohammad Rizwan,57,43,77,5,0,132.55
NZ v PAK,Sydney Cricket Ground,Sydney,Australia,PAK,Babar Azam,Babar Azam,53,42,56,7,0,126.19
NZ v PAK,Sydney Cricket Ground,Sydney,Australia,PAK,Mohammad Haris,Mohammad Haris,30,26,32,2,1,115.38
NZ v PAK,Sydney Cricket Ground,Sydney,Australia,PAK,Shan Masood,Shan Masood,3,4,13,0,0,75
NZ v PAK,Sydney Cricket Ground,Sydney,Australia,PAK,Iftikhar Ahmed,Iftikhar Ahmed,0,0,3,0,0,-
INDIA v ZIM,Melbourne Cricket Ground,Melbourne,Australia,INDIA,KL Rahul,KL Rahul,51,35,59,3,3,145.71
INDIA v ZIM,Melbourne Cricket Ground,Melbourne,Australia,INDIA,RG Sharma,Rohit Sharma,15,13,20,2,0,115.38
INDIA v ZIM,Melbourne Cricket Ground,Melbourne,Australia,INDIA,V Kohli,Virat Kohli,26,25,36,2,0,104
INDIA v ZIM,Melbourne Cricket Ground,Melbourne,Australia,INDIA,SA Yadav,Suryakumar Yadav,61,25,44,6,4,244
INDIA v ZIM,Melbourne Cricket Ground,Melbourne,Australia,INDIA,RR Pant,Rishabh Pant,3,5,7,0,0,60
INDIA v ZIM,Melbourne Cricket Ground,Melbourne,Australia,INDIA,HH Pandya,Hardik Pandya,18,18,29,2,0,100
INDIA v ZIM,Melbourne Cricket Ground,Melbourne,Australia,INDIA,AR Patel,Axar Patel,0,0,6,0,0,-
INDIA v ZIM,Melbourne Cricket Ground,Melbourne,Australia,ZIM,W Madhevere,Wessly Madhevere,0,1,1,0,0,0
INDIA v ZIM,Melbourne Cricket Ground,Melbourne,Australia,ZIM,CR Ervine,Craig Ervine,13,15,37,2,0,86.66
INDIA v ZIM,Melbourne Cricket Ground,Melbourne,Australia,ZIM,RW Chakabva,Regis Chakabva,0,6,9,0,0,0
INDIA v ZIM,Melbourne Cricket Ground,Melbourne,Australia,ZIM,SC Williams,Sean Williams,11,18,22,0,1,61.11
INDIA v ZIM,Melbourne Cricket Ground,Melbourne,Australia,ZIM,Sikandar Raza,Sikandar Raza,34,24,53,3,0,141.66
INDIA v ZIM,Melbourne Cricket Ground,Melbourne,Australia,ZIM,T Munyonga,Tony Munyonga,5,4,6,1,0,125
INDIA v ZIM,Melbourne Cricket Ground,Melbourne,Australia,ZIM,RP Burl,Ryan Burl,35,22,27,5,1,159.09
INDIA v ZIM,Melbourne Cricket Ground,Melbourne,Australia,ZIM,WP Masakadza,Wellington Masakadza,1,7,8,0,0,14.28
INDIA v ZIM,Melbourne Cricket Ground,Melbourne,Australia,ZIM,R Ngarava,Richard Ngarava,1,2,4,0,0,50
INDIA v ZIM,Melbourne Cricket Ground,Melbourne,Australia,ZIM,TL Chatara,Tendai Chatara,4,4,11,1,0,100
INDIA v ZIM,Melbourne Cricket Ground,Melbourne,Australia,ZIM,B Muzarabani,Blessing Muzarabani,0,2,5,0,0,0
BAN v PAK,Adelaide Oval,Adelaide,Australia,BAN,Najmul Hossain Shanto,Najmul Hossain Shanto,54,48,66,7,0,112.5
BAN v PAK,Adelaide Oval,Adelaide,Australia,BAN,Liton Das,Litton Das,10,8,15,0,1,125
BAN v PAK,Adelaide Oval,Adelaide,Australia,BAN,Soumya Sarkar,Soumya Sarkar,20,17,38,1,1,117.64
BAN v PAK,Adelaide Oval,Adelaide,Australia,BAN,Shakib Al Hasan,Shakib Al Hasan,0,1,4,0,0,0
BAN v PAK,Adelaide Oval,Adelaide,Australia,BAN,Afif Hossain,Afif Hossain,24,20,47,3,0,120
BAN v PAK,Adelaide Oval,Adelaide,Australia,BAN,Mosaddek Hossain,Mosaddek Hossain,5,11,17,0,0,45.45
BAN v PAK,Adelaide Oval,Adelaide,Australia,BAN,Nurul Hasan,Nurul Hasan,0,3,4,0,0,0
BAN v PAK,Adelaide Oval,Adelaide,Australia,BAN,Taskin Ahmed,Taskin Ahmed,1,5,8,0,0,20
BAN v PAK,Adelaide Oval,Adelaide,Australia,BAN,Nasum Ahmed,Nasum Ahmed,7,6,9,1,0,116.66
BAN v PAK,Adelaide Oval,Adelaide,Australia,BAN,Mustafizur Rahman,Mustafizur Rahman,0,1,1,0,0,0
BAN v PAK,Adelaide Oval,Adelaide,Australia,PAK,Mohammad Rizwan,Mohammad Rizwan,32,32,51,2,1,100
BAN v PAK,Adelaide Oval,Adelaide,Australia,PAK,Babar Azam,Babar Azam,25,33,46,2,0,75.75
BAN v PAK,Adelaide Oval,Adelaide,Australia,PAK,Mohammad Nawaz(3),Mohammad Nawaz,4,11,27,0,0,36.36
BAN v PAK,Adelaide Oval,Adelaide,Australia,PAK,Mohammad Haris,Mohammad Haris,31,18,31,1,2,172.22
BAN v PAK,Adelaide Oval,Adelaide,Australia,PAK,Shan Masood,Shan Masood,24,14,20,2,0,171.42
BAN v PAK,Adelaide Oval,Adelaide,Australia,PAK,Iftikhar Ahmed,Iftikhar Ahmed,1,3,8,0,0,33.33
BAN v PAK,Adelaide Oval,Adelaide,Australia,PAK,Shadab Khan,Shadab Khan,0,0,2,0,0,-
NED v SA,Adelaide Oval,Adelaide,Australia,NED,SJ Myburgh,Stephan Myburgh,37,30,41,7,0,123.33
NED v SA,Adelaide Oval,Adelaide,Australia,NED,MP O'Dowd,Max O'Dowd,29,31,61,1,1,93.54
NED v SA,Adelaide Oval,Adelaide,Australia,NED,TLW Cooper,Tom Cooper,35,19,30,2,2,184.21
NED v SA,Adelaide Oval,Adelaide,Australia,NED,CN Ackermann,Colin Ackermann,41,26,31,3,2,157.69
NED v SA,Adelaide Oval,Adelaide,Australia,NED,BFW de Leede,Bas de Leede,1,7,11,0,0,14.28
NED v SA,Adelaide Oval,Adelaide,Australia,NED,SA Edwards,Scott Edwards,12,7,11,2,0,171.42
NED v SA,Adelaide Oval,Adelaide,Australia,SA,Q de Kock,Quinton de Kock,13,13,12,1,1,100
NED v SA,Adelaide Oval,Adelaide,Australia,SA,T Bavuma,Temba Bavuma,20,20,26,2,0,100
NED v SA,Adelaide Oval,Adelaide,Australia,SA,RR Rossouw,Rilee Rossouw,25,19,29,2,0,131.57
NED v SA,Adelaide Oval,Adelaide,Australia,SA,AK Markram,Aiden Markram,17,13,30,2,0,130.76
NED v SA,Adelaide Oval,Adelaide,Australia,SA,DA Miller,David Miller,17,17,28,1,0,100
NED v SA,Adelaide Oval,Adelaide,Australia,SA,H Klaasen,Heinrich Klaasen,21,18,27,0,1,116.66
NED v SA,Adelaide Oval,Adelaide,Australia,SA,WD Parnell,Wayne Parnell,0,2,3,0,0,0
NED v SA,Adelaide Oval,Adelaide,Australia,SA,KA Maharaj,Keshav Maharaj,13,12,20,0,1,108.33
NED v SA,Adelaide Oval,Adelaide,Australia,SA,K Rabada,Kagiso Rabada,9,8,13,0,0,112.5
NED v SA,Adelaide Oval,Adelaide,Australia,SA,A Nortje,Anrich Nortje,4,1,2,1,0,400
ENG v SL,Sydney Cricket Ground,Sydney,Australia,SL,P Nissanka,Pathum Nissanka,67,45,70,2,5,148.88
ENG v SL,Sydney Cricket Ground,Sydney,Australia,SL,BKG Mendis,Kusal Mendis,18,14,21,1,1,128.57
ENG v SL,Sydney Cricket Ground,Sydney,Australia,SL,DM de Silva,Dhananjaya de Silva,9,11,17,0,0,81.81
ENG v SL,Sydney Cricket Ground,Sydney,Australia,SL,KIC Asalanka,Charith Asalanka,8,9,15,0,0,88.88
ENG v SL,Sydney Cricket Ground,Sydney,Australia,SL,PBB Rajapaksa,Bhanuka Rajapaksa,22,22,41,3,0,100
ENG v SL,Sydney Cricket Ground,Sydney,Australia,SL,MD Shanaka,Dasun Shanaka,3,8,12,0,0,37.5
ENG v SL,Sydney Cricket Ground,Sydney,Australia,SL,PWH de Silva,Wanindu Hasaranga de Silva,9,9,13,1,0,100
ENG v SL,Sydney Cricket Ground,Sydney,Australia,SL,C Karunaratne,Chamika Karunaratne,0,2,3,0,0,0
ENG v SL,Sydney Cricket Ground,Sydney,Australia,SL,M Theekshana,Maheesh Theekshana,0,0,2,0,0,-
ENG v SL,Sydney Cricket Ground,Sydney,Australia,ENG,JC Buttler,Jos Buttler,28,23,35,2,1,121.73
ENG v SL,Sydney Cricket Ground,Sydney,Australia,ENG,AD Hales,Alex Hales,47,30,42,7,1,156.66
ENG v SL,Sydney Cricket Ground,Sydney,Australia,ENG,BA Stokes,Ben Stokes,42,36,59,2,0,116.66
ENG v SL,Sydney Cricket Ground,Sydney,Australia,ENG,HC Brook,Harry Brook,4,5,9,0,0,80
ENG v SL,Sydney Cricket Ground,Sydney,Australia,ENG,LS Livingstone,Liam Livingstone,4,6,10,0,0,66.66
ENG v SL,Sydney Cricket Ground,Sydney,Australia,ENG,MM Ali,Moeen Ali,1,5,8,0,0,20
ENG v SL,Sydney Cricket Ground,Sydney,Australia,ENG,SM Curran,Sam Curran,6,11,16,0,0,54.54
ENG v SL,Sydney Cricket Ground,Sydney,Australia,ENG,CR Woakes,Chris Woakes,5,3,11,1,0,166.66
AUS v AFG,Adelaide Oval,Adelaide,Australia,AUS,DA Warner,David Warner,25,18,28,5,0,138.88
AUS v AFG,Adelaide Oval,Adelaide,Australia,AUS,C Green,Cameron Green,3,2,12,0,0,150
AUS v AFG,Adelaide Oval,Adelaide,Australia,AUS,MR Marsh,Mitchell Marsh,45,30,42,3,2,150
AUS v AFG,Adelaide Oval,Adelaide,Australia,AUS,SPD Smith,Steven Smith,4,4,6,1,0,100
AUS v AFG,Adelaide Oval,Adelaide,Australia,AUS,MP Stoinis,Marcus Stoinis,25,21,41,0,2,119.04
AUS v AFG,Adelaide Oval,Adelaide,Australia,AUS,GJ Maxwell,Glenn Maxwell,54,32,46,6,2,168.75
AUS v AFG,Adelaide Oval,Adelaide,Australia,AUS,MS Wade,Matthew Wade,6,8,14,1,0,75
AUS v AFG,Adelaide Oval,Adelaide,Australia,AUS,PJ Cummins,Pat Cummins,0,2,4,0,0,0
AUS v AFG,Adelaide Oval,Adelaide,Australia,AUS,KW Richardson,Kane Richardson,1,1,6,0,0,100
AUS v AFG,Adelaide Oval,Adelaide,Australia,AUS,A Zampa,Adam Zampa,1,1,5,0,0,100
AUS v AFG,Adelaide Oval,Adelaide,Australia,AFG,Rahmanullah Gurbaz,Rahmanullah Gurbaz,30,17,31,2,2,176.47
AUS v AFG,Adelaide Oval,Adelaide,Australia,AFG,Usman Ghani,Usman Ghani,2,7,16,0,0,28.57
AUS v AFG,Adelaide Oval,Adelaide,Australia,AFG,Ibrahim Zadran,Ibrahim Zadran,26,33,55,2,0,78.78
AUS v AFG,Adelaide Oval,Adelaide,Australia,AFG,Gulbadin Naib,Gulbadin Naib,39,23,38,3,2,169.56
AUS v AFG,Adelaide Oval,Adelaide,Australia,AFG,Mohammad Nabi,Mohammad Nabi,1,2,10,0,0,50
AUS v AFG,Adelaide Oval,Adelaide,Australia,AFG,Najibullah Zadran,Najibullah Zadran,0,2,3,0,0,0
AUS v AFG,Adelaide Oval,Adelaide,Australia,AFG,Darwish Rasooli,Darwish Rasooli,15,13,28,1,0,115.38
AUS v AFG,Adelaide Oval,Adelaide,Australia,AFG,Rashid Khan,Rashid Khan,48,23,27,3,4,208.69
AUS v AFG,Adelaide Oval,Adelaide,Australia,AFG,Naveen-ul-Haq,Naveen-ul-Haq,0,0,4,0,0,-
IRE v NZ,Adelaide Oval,Adelaide,Australia,NZ,FH Allen,Finn Allen,32,18,30,5,1,177.77
IRE v NZ,Adelaide Oval,Adelaide,Australia,NZ,DP Conway,Devon Conway,28,33,55,2,0,84.84
IRE v NZ,Adelaide Oval,Adelaide,Australia,NZ,KS Williamson,Kane Williamson,61,35,59,5,3,174.28
IRE v NZ,Adelaide Oval,Adelaide,Australia,NZ,GD Phillips,Glenn Phillips,17,9,9,2,1,188.88
IRE v NZ,Adelaide Oval,Adelaide,Australia,NZ,DJ Mitchell,Daryl Mitchell,31,21,35,2,0,147.61
IRE v NZ,Adelaide Oval,Adelaide,Australia,NZ,JDS Neesham,James Neesham,0,1,3,0,0,0
IRE v NZ,Adelaide Oval,Adelaide,Australia,NZ,MJ Santner,Mitchell Santner,0,1,2,0,0,0
IRE v NZ,Adelaide Oval,Adelaide,Australia,NZ,TG Southee,Tim Southee,1,2,7,0,0,50
IRE v NZ,Adelaide Oval,Adelaide,Australia,IRE,PR Stirling,Paul Stirling,37,27,39,3,1,137.03
IRE v NZ,Adelaide Oval,Adelaide,Australia,IRE,A Balbirnie,Andy Balbirnie,30,25,36,0,3,120
IRE v NZ,Adelaide Oval,Adelaide,Australia,IRE,LJ Tucker,Lorcan Tucker,13,14,30,0,0,92.85
IRE v NZ,Adelaide Oval,Adelaide,Australia,IRE,HT Tector,Harry Tector,2,7,4,0,0,28.57
IRE v NZ,Adelaide Oval,Adelaide,Australia,IRE,GJ Delany,Gareth Delany,10,8,12,2,0,125
IRE v NZ,Adelaide Oval,Adelaide,Australia,IRE,GH Dockrell,George Dockrell,23,15,24,3,0,153.33
IRE v NZ,Adelaide Oval,Adelaide,Australia,IRE,C Campher,Curtis Campher,7,7,10,1,0,100
IRE v NZ,Adelaide Oval,Adelaide,Australia,IRE,F Hand,Fionn Hand,5,3,7,1,0,166.66
IRE v NZ,Adelaide Oval,Adelaide,Australia,IRE,MR Adair,Mark Adair,4,5,9,0,0,80
IRE v NZ,Adelaide Oval,Adelaide,Australia,IRE,BJ McCarthy,Barry McCarthy,6,5,10,0,0,120
IRE v NZ,Adelaide Oval,Adelaide,Australia,IRE,JB Little,Josh Little,8,4,3,0,1,200
PAK v SA,Sydney Cricket Ground,Sydney,Australia,PAK,Mohammad Rizwan,Mohammad Rizwan,4,4,4,1,0,100
PAK v SA,Sydney Cricket Ground,Sydney,Australia,PAK,Babar Azam,Babar Azam,6,15,29,0,0,40
PAK v SA,Sydney Cricket Ground,Sydney,Australia,PAK,Mohammad Haris,Mohammad Haris,28,11,19,2,3,254.54
PAK v SA,Sydney Cricket Ground,Sydney,Australia,PAK,Shan Masood,Shan Masood,2,6,11,0,0,33.33
PAK v SA,Sydney Cricket Ground,Sydney,Australia,PAK,Iftikhar Ahmed,Iftikhar Ahmed,51,35,73,3,2,145.71
PAK v SA,Sydney Cricket Ground,Sydney,Australia,PAK,Mohammad Nawaz(3),Mohammad Nawaz,28,22,32,4,1,127.27
PAK v SA,Sydney Cricket Ground,Sydney,Australia,PAK,Shadab Khan,Shadab Khan,52,22,31,3,4,236.36
PAK v SA,Sydney Cricket Ground,Sydney,Australia,PAK,Mohammad Wasim(1),Mohammad Wasim,0,1,1,0,0,0
PAK v SA,Sydney Cricket Ground,Sydney,Australia,PAK,Naseem Shah,Naseem Shah,5,3,3,0,0,166.66
PAK v SA,Sydney Cricket Ground,Sydney,Australia,PAK,Haris Rauf,Haris Rauf,3,2,2,0,0,150
PAK v SA,Sydney Cricket Ground,Sydney,Australia,SA,T Bavuma,Temba Bavuma,36,19,39,4,1,189.47
PAK v SA,Sydney Cricket Ground,Sydney,Australia,SA,Q de Kock,Quinton de Kock,0,5,6,0,0,0
PAK v SA,Sydney Cricket Ground,Sydney,Australia,SA,RR Rossouw,Rilee Rossouw,7,6,10,0,1,116.66
PAK v SA,Sydney Cricket Ground,Sydney,Australia,SA,AK Markram,Aiden Markram,20,14,28,4,0,142.85
PAK v SA,Sydney Cricket Ground,Sydney,Australia,SA,H Klaasen,Heinrich Klaasen,15,9,18,3,0,166.66
PAK v SA,Sydney Cricket Ground,Sydney,Australia,SA,T Stubbs,Tristan Stubbs,18,18,28,0,1,100
PAK v SA,Sydney Cricket Ground,Sydney,Australia,SA,WD Parnell,Wayne Parnell,3,4,9,0,0,75
PAK v SA,Sydney Cricket Ground,Sydney,Australia,SA,K Rabada,Kagiso Rabada,1,2,11,0,0,50
PAK v SA,Sydney Cricket Ground,Sydney,Australia,SA,A Nortje,Anrich Nortje,1,5,8,0,0,20
PAK v SA,Sydney Cricket Ground,Sydney,Australia,SA,L Ngidi,Lungi Ngidi,4,1,5,1,0,400
PAK v SA,Sydney Cricket Ground,Sydney,Australia,SA,T Shamsi,Tabraiz Shamsi,1,1,3,0,0,100
BAN v INDIA,Adelaide Oval,Adelaide,Australia,INDIA,KL Rahul,KL Rahul,50,32,49,3,4,156.25
BAN v INDIA,Adelaide Oval,Adelaide,Australia,INDIA,RG Sharma,Rohit Sharma,2,8,18,0,0,25
BAN v INDIA,Adelaide Oval,Adelaide,Australia,INDIA,V Kohli,Virat Kohli,64,44,84,8,1,145.45
BAN v INDIA,Adelaide Oval,Adelaide,Australia,INDIA,SA Yadav,Suryakumar Yadav,30,16,18,4,0,187.5
BAN v INDIA,Adelaide Oval,Adelaide,Australia,INDIA,HH Pandya,Hardik Pandya,5,6,8,0,0,83.33
BAN v INDIA,Adelaide Oval,Adelaide,Australia,INDIA,KD Karthik,Dinesh Karthik,7,5,12,1,0,140
BAN v INDIA,Adelaide Oval,Adelaide,Australia,INDIA,AR Patel,Axar Patel,7,6,6,1,0,116.66
BAN v INDIA,Adelaide Oval,Adelaide,Australia,INDIA,R Ashwin,Ravichandran Ashwin,13,6,9,1,1,216.66
BAN v INDIA,Adelaide Oval,Adelaide,Australia,BAN,Najmul Hossain Shanto,Najmul Hossain Shanto,21,25,50,1,1,84
BAN v INDIA,Adelaide Oval,Adelaide,Australia,BAN,Liton Das,Litton Das,60,27,40,7,3,222.22
BAN v INDIA,Adelaide Oval,Adelaide,Australia,BAN,Shakib Al Hasan,Shakib Al Hasan,13,12,24,2,0,108.33
BAN v INDIA,Adelaide Oval,Adelaide,Australia,BAN,Afif Hossain,Afif Hossain,3,5,12,0,0,60
BAN v INDIA,Adelaide Oval,Adelaide,Australia,BAN,Yasir Ali,Yasir Ali,1,3,8,0,0,33.33
BAN v INDIA,Adelaide Oval,Adelaide,Australia,BAN,Nurul Hasan,Nurul Hasan,25,14,29,2,1,178.57
BAN v INDIA,Adelaide Oval,Adelaide,Australia,BAN,Mosaddek Hossain,Mosaddek Hossain,6,3,4,0,1,200
BAN v INDIA,Adelaide Oval,Adelaide,Australia,BAN,Taskin Ahmed,Taskin Ahmed,12,7,22,1,1,171.42
NED v ZIM,Adelaide Oval,Adelaide,Australia,ZIM,W Madhevere,Wessly Madhevere,1,5,9,0,0,20
NED v ZIM,Adelaide Oval,Adelaide,Australia,ZIM,CR Ervine,Craig Ervine,3,12,18,0,0,25
NED v ZIM,Adelaide Oval,Adelaide,Australia,ZIM,RW Chakabva,Regis Chakabva,5,16,18,1,0,31.25
NED v ZIM,Adelaide Oval,Adelaide,Australia,ZIM,SC Williams,Sean Williams,28,23,39,3,0,121.73
NED v ZIM,Adelaide Oval,Adelaide,Australia,ZIM,Sikandar Raza,Sikandar Raza,40,24,46,3,3,166.66
NED v ZIM,Adelaide Oval,Adelaide,Australia,ZIM,M Shumba,Milton Shumba,2,3,6,0,0,66.66
NED v ZIM,Adelaide Oval,Adelaide,Australia,ZIM,RP Burl,Ryan Burl,2,7,19,0,0,28.57
NED v ZIM,Adelaide Oval,Adelaide,Australia,ZIM,LM Jongwe,Luke Jongwe,6,8,12,0,0,75
NED v ZIM,Adelaide Oval,Adelaide,Australia,ZIM,R Ngarava,Richard Ngarava,9,7,12,0,1,128.57
NED v ZIM,Adelaide Oval,Adelaide,Australia,ZIM,TL Chatara,Tendai Chatara,6,7,15,0,0,85.71
NED v ZIM,Adelaide Oval,Adelaide,Australia,ZIM,B Muzarabani,Blessing Muzarabani,1,4,9,0,0,25
NED v ZIM,Adelaide Oval,Adelaide,Australia,NED,SJ Myburgh,Stephan Myburgh,8,7,15,0,1,114.28
NED v ZIM,Adelaide Oval,Adelaide,Australia,NED,MP O'Dowd,Max O'Dowd,52,47,70,8,1,110.63
NED v ZIM,Adelaide Oval,Adelaide,Australia,NED,TLW Cooper,Tom Cooper,32,29,42,2,1,110.34
NED v ZIM,Adelaide Oval,Adelaide,Australia,NED,CN Ackermann,Colin Ackermann,1,5,6,0,0,20
NED v ZIM,Adelaide Oval,Adelaide,Australia,NED,BFW de Leede,Bas de Leede,12,12,21,2,0,100
NED v ZIM,Adelaide Oval,Adelaide,Australia,NED,SA Edwards,Scott Edwards,5,6,8,1,0,83.33
NED v ZIM,Adelaide Oval,Adelaide,Australia,NED,RE van der Merwe,Roelof van der Merwe,0,3,6,0,0,0
ENG v NZ,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Australia,ENG,JC Buttler,Jos Buttler,73,47,82,7,2,155.31
ENG v NZ,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Australia,ENG,AD Hales,Alex Hales,52,40,46,7,1,130
ENG v NZ,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Australia,ENG,MM Ali,Moeen Ali,5,6,13,0,0,83.33
ENG v NZ,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Australia,ENG,LS Livingstone,Liam Livingstone,20,14,20,1,1,142.85
ENG v NZ,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Australia,ENG,HC Brook,Harry Brook,7,3,6,0,1,233.33
ENG v NZ,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Australia,ENG,BA Stokes,Ben Stokes,8,7,11,0,0,114.28
ENG v NZ,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Australia,ENG,SM Curran,Sam Curran,6,3,7,0,1,200
ENG v NZ,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Australia,ENG,DJ Malan,Dawid Malan,3,1,1,0,0,300
ENG v NZ,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Australia,NZ,FH Allen,Finn Allen,16,11,25,0,1,145.45
ENG v NZ,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Australia,NZ,DP Conway,Devon Conway,3,9,12,0,0,33.33
ENG v NZ,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Australia,NZ,KS Williamson,Kane Williamson,40,40,57,3,0,100
ENG v NZ,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Australia,NZ,GD Phillips,Glenn Phillips,62,36,64,4,3,172.22
ENG v NZ,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Australia,NZ,JDS Neesham,James Neesham,6,3,7,1,0,200
ENG v NZ,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Australia,NZ,DJ Mitchell,Daryl Mitchell,3,5,10,0,0,60
ENG v NZ,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Australia,NZ,MJ Santner,Mitchell Santner,16,10,19,0,1,160
ENG v NZ,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Australia,NZ,IS Sodhi,Ish Sodhi,6,6,4,0,0,100
AFG v SL,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Australia,AFG,Rahmanullah Gurbaz,Rahmanullah Gurbaz,28,24,33,2,2,116.66
AFG v SL,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Australia,AFG,Usman Ghani,Usman Ghani,27,27,54,2,1,100
AFG v SL,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Australia,AFG,Ibrahim Zadran,Ibrahim Zadran,22,18,35,1,1,122.22
AFG v SL,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Australia,AFG,Najibullah Zadran,Najibullah Zadran,18,16,29,1,0,112.5
